판매일,기간,차량/세부모델,미션,연식,연료,주행거리,색상,가격,옵션
2021-10-14,30?일,?모하비 4WD KV300 최고급형 [무],오토,2015.08,경유,"255,000",흰색,"1,249",옵션
,,,,[ 2015 ],,,,,
2021-10-14,31?일,?그랜드스타렉스밴 5인 CVX 디럭스 [무],오토,2008.08,경유,"192,279",흰색,480,옵션
,,,,[ 2008 ],,,,,
2021-10-14,29?일,?알티마 2.5 [무],오토,2015.09,휘발유,"24,136",다크그레이,"1,280",옵션
,,,,[ 2016 ],,,,,
2021-10-14,31?일,?니로 1.6 하이브리드 프레스티지 [무],오토,2016.06,휘발유 하이브리드,"29,556",쥐색,"1,900",옵션
,,,,[ 2017 ],,,,,
2021-10-14,31?일,?K5 MX 2.0 프레스티지 [무],오토,2017.03,휘발유,"66,674",흰색,"1,520",옵션
,,,,[ 2017 ],,,,,
2021-10-14,31?일,?NF소나타트랜스폼 N20 PREMIER BLACK 최고급형 [무],오토,2008.05,휘발유,"109,000",흰색,380,옵션
,,,,[ 2008 ],,,,,
2021-10-14,34?일,?스파크 LS [무],오토,2011.06,휘발유,"92,690",은색,350,옵션
,,,,[ 2012 ],,,,,
2021-10-14,34?일,?레인지로버 이보크 2.0 TD4 HSE,오토,2016.06,경유,"119,000",검정색,10,옵션
,,,,[ 2016 ],,,,,
2021-10-14,545?일,?X6 X DRIVE 30D [무],오토,2010.02,경유,"103,236",쥐색,"2,150",옵션
,,,,[ 2009 ],,,,,
2021-10-14,729?일,?A5 35 TDI 콰트로 스포츠백 [무],오토,2014.09,경유,"89,907",검정색,"1,790",옵션
,,,,[ 2015 ],,,,,
2021-10-14,451?일,?SM5뉴임프레션 LE,오토,2008.09,휘발유,"202,077",검정색,160,옵션
,,,,[ 2009 ],,,,,
2021-10-14,500?일,?그랜드스타렉스 12인 CVX 럭셔리,오토,2010.03,경유,"104,500",노란색,590,옵션
,,,,[ 2010 ],,,,,
2021-10-14,217?일,?C30 T5,오토,2010.07,휘발유,"101,548",은색,550,옵션
,,,,[ 2010 ],,,,,
2021-10-14,216?일,?올뉴프라이드 4DR 1.4MPI 디럭스 [무],오토,2012.05,휘발유,"101,538",흰색,470,옵션
,,,,[ 2012 ],,,,,
2021-10-14,231?일,?투싼 CRDi 2WD MX 고급형,오토,2005.02,경유,"157,734",은색,170,옵션
,,,,[ 2005 ],,,,,
2021-10-14,234?일,?쏘렌토R 4WD 2.2 LIMITED 고급형 [무],오토,2010.04,경유,"131,363",검정색,840,옵션
,,,,[ 2010 ],,,,,
2021-10-14,255?일,?K5 2.0 LPI 디럭스 [무],오토,2013.01,LPG,"261,708",은색,240,옵션
,,,,[ 2013 ],,,,,
2021-10-14,248?일,?뉴5-SERIES 520I 세단,오토,2008.11,휘발유,"207,647",은색,350,옵션
,,,,[ 2008 ],,,,,
2021-10-14,252?일,?싼타페더스타일 2WD 2.0 MLX Premier [무],오토,2010.03,경유,"183,000",은색,450,옵션
,,,,[ 2010 ],,,,,
2021-10-14,196?일,?3시리즈(F30) 320D [무],오토,2018.02,경유,"33,000",흰색,10,옵션
,,,,[ 2018 ],,,,,
2021-10-14,161?일,?뉴E-클래스 E220 CDI 아방가르드 [무],오토,2011.02,경유,"168,525",흰색,990,옵션
,,,,[ 2011 ],,,,,
2021-10-14,157?일,?트라제XG 2.0 9인 GL 고급형 [무],오토,2003.09,경유,"151,645",은색,120,옵션
,,,,[ 2003 ],,,,,
2021-10-14,160?일,?어메이징 뉴 크루즈 1.4 터보 LTZ,오토,2015.12,휘발유,"87,426",검정색,90,옵션
,,,,[ 2016 ],,,,,
2021-10-14,160?일,?그랜저HG LPG HG300 MODERN [무],오토,2015.11,LPG,"78,000",검정색,11,옵션
,,,,[ 2016 ],,,,,
2021-10-14,167?일,?올뉴모닝(JA) 럭셔리,오토,2019.08,휘발유,"48,844",흰색,820,옵션
,,,,[ 2020 ],,,,,
2021-10-14,171?일,?그랜드스타렉스 11인 CVX 럭셔리 [무],오토,2012.04,경유,"157,362",은색,640,옵션
,,,,[ 2012 ],,,,,
2021-10-14,170?일,?포터2 냉동탑,오토,2008.10,경유,"429,328",흰색,230,옵션
,,,,[ 2009 ],,,,,
2021-10-14,169?일,?트위지 인텐스 [무],오토,2018.05,전기,"2,915",주황색,350,옵션
,,,,[ 2018 ],,,,,
2021-10-14,168?일,?봉고3트럭 덤프 1톤 4WD 장축 표준캡 CRDi [무],수동,2018.02,경유,"147,710",청색,"1,450",옵션
,,,,[ 2018 ],,,,,
2021-10-14,143?일,?CR-V 2.4 2WD,오토,2010.04,휘발유,"56,738",은색,860,옵션
,,,,[ 2010 ],,,,,
2021-10-14,146?일,?C-클래스 W205 C200 [무],오토,2017.10,휘발유,"93,769",흰색,"2,640",옵션
,,,,[ 2018 ],,,,,
2021-10-14,155?일,?QM5네오 2WD RE [무],오토,2015.06,경유,"113,000",은색,10,옵션
,,,,[ 2015 ],,,,,
2021-10-14,134?일,?포터2 윙바디 초장축 슈퍼캡(CRDI),수동,2010.06,경유,"358,268",흰색,450,옵션
,,,,[ 2010 ],,,,,
2021-10-14,134?일,?아반떼AD 1.6 GDI 스타일,오토,2016.04,휘발유,"84,000",은색,770,옵션
,,,,[ 2016 ],,,,,
2021-10-14,129?일,?투싼 VGT 2WD MX 고급형 [무],오토,2006.01,경유,"111,744",흰색,180,옵션
,,,,[ 2006 ],,,,,
2021-10-14,139?일,?시로코 2.0 TSI R [무],오토,2013.03,휘발유,"150,035",흰색,"1,230",옵션
,,,,[ 2013 ],,,,,
2021-10-14,139?일,?스포티지R 2WD TLX 최고급형 [무],오토,2011.04,경유,"170,000",흰색,"9,999",옵션
,,,,[ 2012 ],,,,,
2021-10-14,141?일,?아반떼MD M16GDI PREMIER [무],오토,2011.02,휘발유,"79,000",다크그레이,"9,999",옵션
,,,,[ 2011 ],,,,,
2021-10-14,142?일,?아반떼신형(HD) 1.6 S16 럭셔리 [무],오토,2009.01,휘발유,"99,938",다크그레이,390,옵션
,,,,[ 2009 ],,,,,
2021-10-14,136?일,?XE 20D 포트폴리오 [무],오토,2016.11,경유,"67,137",흰색,"1,650",옵션
,,,,[ 2016 ],,,,,
2021-10-14,76?일,?더뉴스파크 프리미어 [무],오토,2018.06,휘발유,"19,000",다크그레이,880,옵션
,,,,[ 2019 ],,,,,
2021-10-14,77?일,?뉴A6 3.0 TDI 콰트로 [무],오토,2014.06,경유,"172,000",흰색,"1,290",옵션
