,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
6099,6099,랜드로버 레인지로버 4세대 4.4 SDV8 AB LWB 디젤,랜드로버,레인지로버 ,레인지로버 4세대,13950,4367,2018,흰색,51235,자동,경유,SUV,0,4륜,0,0,외제차,20000,7.6,1520,12430,10910,9390,7870,6350,4830,3310,1790,18480,16960,15440,13920,12400,10880,14580,12100,10000,8240,6800,5620,3900,4860,5440,5680,5600,5260
6122,6122,아우디 Q3 (F3) 디젤 2WD 35 TDI 프리미엄 스포트백,아우디,Q3,Q3 2세대,4400,1968,2020,흰색,23015,자동,경유,SUV,0,전륜,0,0,외제차,5000,9.5,475,3925,3450,2975,2500,2025,1550,1075,600,4525,4050,3575,3100,2625,2150,3645,3025,2500,2060,1700,1405,880,1025,1075,1040,925,745
6146,6146,포드 퓨전 2.0 티타늄 에코부스트 2세대,포드,퓨전,퓨전 2세대,1050,2000,2013,흰색,108007,자동,휘발유,중형차,0,전륜,0,0,외제차,3995,8.6,344,706,362,18,0,0,0,0,0,3651,3307,2963,2619,2275,1931,2912,2417,1998,1646,1358,1123,739,890,965,973,917,808
6436,6436,포르쉐 더 뉴 카이엔 (PO536) 3.0,포르쉐,카이엔,카이엔 3세대,11000,2995,2019,쥐색,58458,자동,휘발유,SUV,0,4륜,0,0,외제차,13970,8.9,1243,9757,8514,7271,6028,4785,3542,2299,1056,12727,11484,10241,8998,7755,6512,10184,8452,6985,5756,4750,3926,2543,3032,3256,3242,3005,2586
6472,6472,지프 컴패스 2.4 리미티드 1세대,지프,컴패스,컴패스 1세대,1280,2359,2014,쥐색,66689,자동,휘발유,SUV,0,4륜,0,0,외제차,3580,8.5,304,976,672,368,64,0,0,0,0,3276,2972,2668,2364,2060,1756,2610,2166,1790,1475,1217,1006,666,806,878,889,843,750
6501,6501,시트로엥 C4 칵투스 1.6 BlueHDi 샤인,시트로엥,C4,C4 칵투스,1280,1560,2017,빨간색,54195,자동,경유,SUV,0,전륜,0,0,외제차,2790,10.9,304,976,672,368,64,0,0,0,0,2486,2182,1878,1574,1270,966,2034,1688,1395,1149,949,784,452,494,483,425,321,182
6606,6606,미니 쿠퍼 (2세대) SE,미니,쿠퍼,쿠퍼 2세대,1050,1598,2013,진주색,87824,자동,휘발유,소형차,0,전륜,0,0,외제차,4600,9.6,442,608,166,0,0,0,0,0,0,4158,3716,3274,2832,2390,1948,3353,2783,2300,1895,1564,1293,805,933,974,937,826,655
6837,6837,푸조 208 1.6 e-HDi 펠린 5도어,푸조,208,208,850,1560,2014,흰색,63738,자동,경유,소형차,0,전륜,0,0,외제차,2590,9.6,249,601,352,103,0,0,0,0,0,2341,2092,1843,1594,1345,1096,1888,1567,1295,1067,881,728,453,525,548,527,464,368
6847,6847,마세라티 르반떼 3.0 디젤 AWD 그란스포츠,마세라티,르반떼,르반떼,8800,2987,2019,검정색,26476,자동,경유,SUV,0,전륜,0,0,외제차,19200,15.1,2899,5901,3002,103,0,0,0,0,0,16301,13402,10503,7604,4705,1806,13997,11616,9600,7910,6528,5395,2304,1786,903,0,0,0
6863,6863,아우디 Q3 35 TDI 콰트로 디자인라인 8U,아우디,Q3,Q3 1세대,2250,1968,2016,갈색,95576,자동,경유,SUV,0,4륜,0,0,외제차,6000,9.5,570,1680,1110,540,0,0,0,0,0,5430,4860,4290,3720,3150,2580,4374,3630,3000,2472,2040,1686,1056,1230,1290,1248,1110,894
6991,6991,아우디 A5(F5) 가솔린 4WD 45 TFSI 콰트로 프리미엄 스포츠백,아우디,A5,A5 2세대,4700,1984,2020,흰색,14560,자동,휘발유,중형차,0,4륜,0,0,외제차,6350,9.8,622,4078,3456,2834,2212,1590,968,346,0,5728,5106,4484,3862,3240,2618,4629,3842,3175,2616,2159,1784,1099,1264,1309,1246,1081,834
7149,7149,현대 더뉴그랜저IG 하이브리드 익스클루시브,현대,그랜저,더 뉴 그랜저IG 하이브리드,1370,2400,2021,청색,706,자동,하이브리드,대형차,0,전륜,0,0,국산차,3700,10.4,385,985,600,215,0,0,0,0,0,3315,2930,2545,2160,1775,1390,2683,2272,1917,1617,1362,1151,632,658,628,543,413,239
7151,7151,현대 더 뉴 그랜져IG  2.5프리미엄 초이스,현대,그랜저,더 뉴 그랜저IG,510,2500,2020,검정색,2888,자동,휘발유,대형차,0,전륜,0,0,국산차,3200,10.4,333,177,0,0,0,0,0,0,0,2867,2534,2201,1868,1535,1202,2320,1965,1658,1398,1178,995,547,569,543,470,357,207
7466,7466,기아 MQ4 디젤 2.2 4WD 노블레스,기아,쏘렌토,MQ4,1440,2200,2021,흰색,625,자동,경유,SUV,0,전륜,0,0,국산차,4000,9.1,364,1076,712,348,0,0,0,0,0,3636,3272,2908,2544,2180,1816,2900,2456,2072,1748,1472,1244,736,816,836,796,708,572
7589,7589,기아 더 SUV 스포티지 디젤 2.0 4WD 노블레스,기아,스포티지,기아 더 SUV 스포티지,320,1900,2019,흰색,839,자동,경유,SUV,0,전륜,0,0,국산차,2500,8.5,213,107,0,0,0,0,0,0,0,2287,2074,1861,1648,1435,1222,1813,1535,1295,1093,920,778,474,539,566,555,515,444
7704,7704,현대 쏠라티 스탠다드 15인승,현대,쏠라티,쏠라티,330,2500,2020,검정색,513,자동,경유,특장차,0,전륜,0,0,국산차,6600,25.6,1690,0,0,0,0,0,0,0,0,4910,3220,1530,0,0,0,4429,3940,3366,2812,2356,1967,481,0,0,0,0,0
7860,7860,현대 더 뉴 코나 하이브리드 인스퍼레이션,현대,코나,더 뉴 코나 하이브리드,560,1600,2021,흰색,551,자동,하이브리드,SUV,0,전륜,0,0,국산차,2800,9,252,308,56,0,0,0,0,0,0,2548,2296,2044,1792,1540,1288,2030,1719,1450,1224,1030,871,518,577,594,568,510,417
7891,7891,현대 아이오닉 Q,현대,아이오닉,아이오닉 플러그인,440,1600,2019,흰색,8304,자동,휘발유,준중형차,0,후륜,0,0,국산차,3300,6.9,228,212,0,0,0,0,0,0,0,3072,2844,2616,2388,2160,1932,2393,2026,1709,1442,1214,1026,679,818,907,946,946,906
8297,8297,기아 봉고EV 1톤 초장축 킹캡,기아,봉고,봉고3 EV (20년~현재),980,2497,2021,흰색,723,자동,하이브리드,화물차,0,후륜,0,0,국산차,4500,8.2,369,611,242,0,0,0,0,0,0,4131,3762,3393,3024,2655,2286,3020,2687,2295,1917,1607,1341,1111,1075,1098,1107,1048,945
9331,9331,벤츠 AMG GT,벤츠,AMG GT,AMG GT,28900,3982,2021,회색,288,자동,휘발유,스포츠카,0,후륜,0,0,외제차,21000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9332,9332,캐딜락 에스컬레이드(4세대) 6.2,캐딜락,에스컬레이드,에스컬레이드 4세대,5290,6162,2015,회색,84997,자동,휘발유,SUV,0,전륜,0,0,외제차,13817,9.5,1313,3977,2664,1351,38,0,0,0,0,12504,11191,9878,8565,7252,5939,10073,8359,6909,5693,4698,3883,2431,2832,2969,2872,2554,2056
9340,9340,피아트 500 컬러 플러스 1.4,피아트,500,500,1681,1368,2015,갈색,48952,자동,휘발유,소형차,0,후륜,0,0,외제차,2790,7.7,215,1466,1251,1036,821,606,391,176,0,2575,2360,2145,1930,1715,1500,2034,1688,1395,1149,949,784,541,672,750,781,766,716
9344,9344,기아 K7 VG270 럭셔리,기아,K7,K7 (09~11년),691,2656,2010,검정색,124019,자동,휘발유,대형차,0,전륜,0,0,국산차,3000,10.8,324,367,43,0,0,0,0,0,0,2676,2352,2028,1704,1380,1056,2175,1842,1554,1311,1104,933,501,510,474,393,276,123
9366,9366,현대 더 뉴아반떼MD 스마트 1.6 VGT,현대,아반떼,더 뉴 아반떼MD,743,1582,2014,흰색,124582,자동,경유,준중형차,0,전륜,0,0,국산차,2155,7.3,157,586,429,272,115,0,0,0,0,1998,1841,1684,1527,1370,1213,1562,1323,1116,942,793,670,436,518,568,585,577,543
9395,9395,랜드로버 디스커버리4 3.0 SDV6 SE,랜드로버,디스커버리,디스커버리 4,3150,2993,2013,갈색,137200,자동,경유,SUV,0,4륜,0,0,외제차,9000,8.6,774,2376,1602,828,54,0,0,0,0,8226,7452,6678,5904,5130,4356,6561,5445,4500,3708,3060,2529,1665,2007,2178,2196,2070,1827
9417,9417,현대 e-마이티 슈퍼캡 장축고상 슈퍼캡,현대,마이티,마이티,1465,3933,2013,흰색,508002,수동,경유,화물차,0,전륜,0,0,국산차,5500,6.2,341,1124,783,442,101,0,0,0,0,5159,4818,4477,4136,3795,3454,3691,3284,2805,2343,1964,1639,1468,1534,1672,1793,1831,1815
9433,9433,닛산 맥시마 플래티넘 3.5 플래티넘,닛산,맥시마,맥시마 8세대,1705,3498,2017,회색,96742,자동,휘발유,대형차,0,후륜,0,0,외제차,4430,12.3,545,1160,615,70,0,0,0,0,0,3885,3340,2795,2250,1705,1160,3229,2680,2215,1825,1506,1245,656,660,580,425,199,0
9478,9478,BMW X6(1세대)  X6 30d xDrive,BMW,X6,X6 1세대 (08~14년),2490,2993,2013,흰색,151874,자동,경유,SUV,0,4륜,0,0,외제차,11000,10.3,1133,1357,224,0,0,0,0,0,0,9867,8734,7601,6468,5335,4202,8019,6655,5500,4532,3740,3091,1848,2079,2101,1936,1595,1111
9502,9502,기아 뉴카렌스 GX 고급형 2.0 LPI M/T,기아,카렌스,뉴 카렌스 (06~08년),590,1998,2012,검정색,51416,수동,LPG,SUV,0,전륜,0,0,국산차,2200,9,198,392,194,0,0,0,0,0,0,2002,1804,1606,1408,1210,1012,1595,1351,1140,961,810,684,407,453,466,447,400,328
9516,9516,아우디 A5 2.0 TFSI 콰트로 카브리올레,아우디,A5,A5 1세대,1515,2000,2011,빨강색,147291,자동,휘발유,중형차,0,4륜,0,1,외제차,6450,9.8,632,883,251,0,0,0,0,0,0,5818,5186,4554,3922,3290,2658,4702,3902,3225,2657,2193,1812,1116,1284,1329,1265,1097,846
9533,9533,BMW 7시리즈(5세대) 750Li xDrive 뱅앤올룹슨,BMW,7시리즈,7시리즈 5세대 (08~15년),3100,4395,2013,검정색,110094,자동,휘발유,대형차,0,4륜,0,0,외제차,15000,10.1,1515,1585,70,0,0,0,0,0,0,13485,11970,10455,8940,7425,5910,10935,9075,7500,6180,5100,4215,2550,2895,2955,2760,2325,1695
9550,9550,렉서스 LS(4세대) AWD 460 AWD,렉서스,LS,LS 4세대,3380,4608,2014,검정색,75000,자동,휘발유,대형차,0,후륜,0,0,외제차,12000,10.9,1308,2072,764,0,0,0,0,0,0,10692,9384,8076,6768,5460,4152,8748,7260,6000,4944,4080,3372,1944,2124,2076,1824,1380,780
9565,9565,기아 뉴스포티지 2.0 VGT 2WD TLX 최고급형,기아,스포티지,뉴 스포티지 (04~10년),450,1991,2008,회색,147473,자동,경유,SUV,0,전륜,0,0,국산차,3000,8.5,255,195,0,0,0,0,0,0,0,2745,2490,2235,1980,1725,1470,2175,1842,1554,1311,1104,933,570,648,681,669,621,537
9576,9576,캐딜락 ATS 럭셔리 2,캐딜락,ATS,ATS,2055,1998,2017,흰색,45866,자동,휘발유,중형차,0,후륜,0,0,외제차,5450,9.9,540,1515,975,435,0,0,0,0,0,4910,4370,3830,3290,2750,2210,3973,3297,2725,2245,1853,1531,937,1073,1105,1045,897,679
9583,9583,현대 뉴그랜저XG 2.5 V6 기본형,현대,그랜저,뉴그랜저XG,290,2493,2003,검정색,161642,자동,휘발유,대형차,0,전륜,0,0,국산차,3106,10.4,323,0,0,0,0,0,0,0,0,2783,2460,2137,1814,1491,1168,2252,1907,1609,1357,1143,966,531,553,528,457,348,202
9594,9594,르노(삼성) SM3 뉴제네레이션 CE 플러스 1.6 CVTC,르노삼성,SM3,SM3 뉴 제너레이션,350,1596,2010,흰색,51000,자동,휘발유,준중형차,0,전륜,0,0,국산차,1500,9.1,137,213,76,0,0,0,0,0,0,1363,1226,1089,952,815,678,1088,921,777,656,552,467,275,305,312,296,263,211
9597,9597,현대 뉴클릭 1.4 DOHC 럭셔리 팬시팩l,현대,뉴클릭,뉴클릭,350,1399,2008,흰색,65535,자동,휘발유,소형차,0,전륜,1,0,국산차,1000,5.6,56,294,238,182,126,70,14,0,0,944,888,832,776,720,664,725,614,518,437,368,311,219,274,314,339,352,353
9628,9628,포르쉐 파나메라 3.6 AWD,포르쉐,파나메라,파나메라 1세대,5457,3605,2014,흰색,91027,자동,휘발유,대형차,0,4륜,0,0,외제차,12030,6.1,734,4723,3989,3255,2521,1787,1053,319,0,11296,10562,9828,9094,8360,7626,8770,7278,6015,4956,4090,3380,2526,3284,3813,4138,4270,4246
9633,9633,현대 YF쏘나타 하이브리드 누우(ν) 2.0 Hybrid,현대,쏘나타,YF소나타 하이브리드,973,1999,2012,흰색,103633,자동,하이브리드,중형차,0,전륜,0,0,국산차,3300,8.7,287,686,399,112,0,0,0,0,0,3013,2726,2439,2152,1865,1578,2393,2026,1709,1442,1214,1026,620,700,730,710,651,552
9645,9645,볼보 XC60(1세대) 모멘텀 D3,볼보,XC60,XC60 1세대,1790,1969,2016,갈색,183602,자동,경유,SUV,0,후륜,0,0,외제차,6220,7.3,454,1336,882,428,0,0,0,0,0,5766,5312,4858,4404,3950,3496,4534,3763,3110,2563,2115,1748,1232,1549,1748,1841,1835,1748
9654,9654,현대 테라칸 2.5 4WD,현대,테라칸,테라칸,420,2476,2003,흰색,186226,자동,경유,SUV,0,전륜,0,0,국산차,2500,4.4,110,310,200,90,0,0,0,0,0,2390,2280,2170,2060,1950,1840,1813,1535,1295,1093,920,778,577,745,875,967,1030,1062
9660,9660,폭스바겐 뉴비틀 2.0 STD,폭스바겐,비틀,뉴비틀 2세대,640,1984,2009,회색,139246,자동,휘발유,준중형차,0,후륜,0,0,외제차,3300,6.7,221,419,198,0,0,0,0,0,0,3079,2858,2637,2416,2195,1974,2406,1997,1650,1360,1122,927,673,861,987,1056,1073,1047
9682,9682,렉서스 IS(3세대) F스포츠 250,렉서스,IS,IS 3세대,2177,2500,2014,흰색,126148,자동,휘발유,준중형차,0,후륜,0,0,외제차,5500,6.6,363,1814,1451,1088,725,362,0,0,0,5137,4774,4411,4048,3685,3322,4010,3328,2750,2266,1870,1546,1127,1446,1661,1782,1815,1776
9716,9716,현대 싼타페 프리미엄 e-VGT R2.0 2WD,현대,싼타페,싼타페,1850,1995,2016,흰색,72070,자동,경유,SUV,0,전륜,0,0,국산차,3800,9.4,357,1493,1136,779,422,65,0,0,0,3443,3086,2729,2372,2015,1658,2755,2333,1968,1661,1398,1182,688,753,761,711,617,476
9719,9719,현대 스타리아 모던,현대,스타리아,스타리아,3665,2199,2022,회색,1488,자동,경유,승합차,0,전륜,0,0,국산차,3400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9723,9723,제네시스 더 올뉴G80 기본형 가솔린 2.5 터보 AWD,제네시스,제네시스,더 올 뉴 G80,5950,2497,2021,검정색,35086,자동,휘발유,대형차,0,후륜,0,0,국산차,7200,13.6,979,4971,3992,3013,2034,1055,76,0,0,6221,5242,4263,3284,2305,1326,5220,4421,3730,3146,2650,2239,1001,821,533,138,0,0
9730,9730,재규어 XJ(8세대) 프리미엄 럭셔리 3.0D LWB,재규어,XJ,XJ 5세대,6537,2993,2019,검정색,42780,자동,경유,중형차,0,후륜,0,0,외제차,16600,10.8,1793,4744,2951,1158,0,0,0,0,0,14807,13014,11221,9428,7635,5842,12101,10043,8300,6839,5644,4665,2706,2971,2921,2589,1991,1177
9735,9735,르노(삼성) 뉴 SM5 SR-II 2.0 DOHC,르노삼성,SM5,뉴 SM5,285,1998,2007,진주색,90196,자동,휘발유,중형차,0,전륜,0,0,국산차,2200,8.9,196,89,0,0,0,0,0,0,0,2004,1808,1612,1416,1220,1024,1595,1351,1140,961,810,684,409,457,472,455,410,340
9736,9736,롤스로이스 레이스 6.6 V12,롤스로이스,레이스,레이스,24935,6592,2015,갈색,38028,자동,휘발유,대형차,0,전륜,0,0,외제차,40000,5.4,2160,22775,20615,18455,16295,14135,11975,9815,7655,37840,35680,33520,31360,29200,27040,29160,24200,20000,16480,13600,11240,8680,11480,13520,14880,15600,15800
9747,9747,현대 베르나 트랜스폼 1.4 DOHC 디럭스,현대,베르나,베르나,420,1399,2010,회색,67249,자동,휘발유,소형차,0,전륜,0,0,국산차,1200,5.5,66,354,288,222,156,90,24,0,0,1134,1068,1002,936,870,804,870,737,622,524,442,373,264,331,380,412,428,431
9764,9764,BMW i8 1.5 Coupe,BMW,i8,i8 (15년~현재),8557,1499,2015,회색,85257,자동,하이브리드,스포츠카,0,후륜,0,0,외제차,20000,8.2,1640,6917,5277,3637,1997,357,0,0,0,18360,16720,15080,13440,11800,10160,14580,12100,10000,8240,6800,5620,3780,4620,5080,5200,5000,4540
9817,9817,재규어 XF 2 럭셔리,재규어,XF,XF,1299,1999,2013,흰색,117600,자동,휘발유,대형차,0,후륜,0,0,외제차,8320,11.1,924,375,0,0,0,0,0,0,0,7396,6472,5548,4624,3700,2776,6065,5034,4160,3428,2829,2338,1331,1438,1388,1196,871,438
9819,9819,기아 K3 쿱 1.6 터보 GDI 노블레스,기아,K3,K3 쿱 (13~16년),1130,1591,2014,검정색,45743,자동,휘발유,준중형차,0,전륜,0,0,국산차,2000,10,200,930,730,530,330,130,0,0,0,1800,1600,1400,1200,1000,800,1450,1228,1036,874,736,622,350,372,364,326,264,178
9820,9820,BMW 3시리즈(5세대) 320i,BMW,3시리즈,3시리즈 5세대 (05~13년),675,1995,2007,은색,37086,자동,휘발유,준중형차,0,후륜,0,0,외제차,6000,9.3,558,117,0,0,0,0,0,0,0,5442,4884,4326,3768,3210,2652,4374,3630,3000,2472,2040,1686,1068,1254,1326,1296,1170,966
9821,9821,쌍용 코란도C 럭셔리 AWD,쌍용,코란도,코란도 C,625,1998,2012,검정색,197376,자동,경유,SUV,0,후륜,0,0,국산차,2600,8.5,221,404,183,0,0,0,0,0,0,2379,2158,1937,1716,1495,1274,1885,1596,1347,1136,957,809,494,562,590,580,538,465
9828,9828,벤츠 GLS클래스  GLS 350d 4M,벤츠,GLS클래스,GLS클래스 2세대,6900,2987,2017,흰색,63866,자동,경유,SUV,0,후륜,0,0,외제차,13500,10.5,1418,5482,4064,2646,1228,0,0,0,0,12082,10664,9246,7828,6410,4992,9842,8168,6750,5562,4590,3794,2240,2496,2496,2266,1820,1198
9834,9834,렉서스 CT 슈프림 200h,렉서스,CT,CT,3215,1798,2018,회색,18031,자동,하이브리드,준중형차,0,전륜,0,0,외제차,4500,7.1,320,2895,2575,2255,1935,1615,1295,975,655,4180,3860,3540,3220,2900,2580,3281,2723,2250,1854,1530,1265,899,1137,1290,1366,1370,1315
9846,9846,람보르기니 우루스  4.0 V8,람보르기니,우루스,우루스,30390,3996,2019,노랑색,37925,자동,휘발유,SUV,0,후륜,0,0,외제차,25600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9893,9893,BMW 2시리즈(1세대) 액티브 투어러 조이,BMW,2시리즈,2시리즈 1세대 (13~16년),1790,1995,2015,흰색,87884,자동,경유,중형차,0,전륜,0,0,외제차,5000,10,500,1290,790,290,0,0,0,0,0,4500,4000,3500,3000,2500,2000,3645,3025,2500,2060,1700,1405,855,975,1000,940,800,595
9903,9903,아우디 A8(4세대) A8 50 TDI quattro,아우디,A8,A8 4세대,9300,2967,2021,회색,49058,자동,경유,대형차,0,후륜,0,0,외제차,15000,8.3,1245,8055,6810,5565,4320,3075,1830,585,0,13755,12510,11265,10020,8775,7530,10935,9075,7500,6180,5100,4215,2820,3435,3765,3840,3675,3315
9920,9920,BMW X7 M 스포츠팩 xDrive40d M스포츠팩,BMW,X7,X7 (19년~현재),15407,2993,2022,흰색,11,자동,하이브리드,SUV,0,후륜,0,0,외제차,13000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9966,9966,도요타 라브4(4세대) 2.5 2WD,도요타,라브4,라브4 4세대,2680,2494,2018,빨강색,18349,자동,휘발유,SUV,0,후륜,0,0,외제차,4000,8.2,328,2352,2024,1696,1368,1040,712,384,56,3672,3344,3016,2688,2360,2032,2916,2420,2000,1648,1360,1124,756,924,1016,1040,1000,908
9981,9981,마세라티 콰트로포르테(6세대)  3.0 디젤,마세라티,콰트로포르테,콰트로포르테  6세대,4990,2987,2016,자주색(보라),76611,자동,경유,스포츠카,0,전륜,0,0,외제차,22100,12.7,2807,2183,0,0,0,0,0,0,0,19293,16486,13679,10872,8065,5258,16111,13371,11050,9105,7514,6210,3182,3115,2629,1767,551,0
9995,9995,포르쉐 카이엔(2세대)  3.0 디젤,포르쉐,카이엔,카이엔 2세대,4350,2967,2014,검정색,131434,자동,경유,SUV,0,4륜,0,0,외제차,17680,8.9,1574,2776,1202,0,0,0,0,0,0,16106,14532,12958,11384,9810,8236,12889,10696,8840,7284,6011,4968,3217,3836,4118,4100,3799,3268
10059,10059,북기은상 CK미니밴,북기은상,CK미니밴,CK,259,1342,2016,흰색,32857,수동,휘발유,특장차,0,후륜,0,0,외제차,1100,14.2,156,103,0,0,0,0,0,0,0,944,788,632,476,320,164,738,657,561,469,393,328,206,131,71,7,0,0
10060,10060,푸조 508(1세대),푸조,508,508 1세대,779,1499,2013,흰색,142671,자동,경유,중형차,0,전륜,0,0,외제차,4200,10.3,433,346,0,0,0,0,0,0,0,3767,3334,2901,2468,2035,1602,3062,2541,2100,1730,1428,1180,705,793,801,738,607,422
10135,10135,쉐보레 익스프레스밴,쉐보레,익스프레스밴,익스프레스,2750,6000,2013,흰색,54000,자동,휘발유,특장차,0,전륜,0,0,국산차,8000,5.5,440,2310,1870,1430,990,550,110,0,0,7560,7120,6680,6240,5800,5360,5368,4776,4080,3408,2856,2384,2192,2344,2600,2832,2944,2976
10146,10146,캐딜락 CTS(3세대),캐딜락,CTS,CTS,1730,1998,2017,청색,134000,자동,휘발유,중형차,0,후륜,0,0,외제차,7088,12.2,865,865,0,0,0,0,0,0,0,6223,5358,4493,3628,2763,1898,5167,4288,3544,2920,2410,1992,1056,1070,949,708,353,0
10270,10270,포드 몬데오(4세대),포드,몬데오,몬데오 4세대,1460,1995,2016,다크그레이색,87711,자동,경유,중형차,0,후륜,0,0,외제차,3850,12.2,470,990,520,50,0,0,0,0,0,3380,2910,2440,1970,1500,1030,2807,2329,1925,1586,1309,1082,573,581,515,384,191,0
10290,10290,시트로엥 DS3,시트로엥,DS3,DS3,590,1398,2012,노랑색,87273,자동,경유,SUV,0,후륜,0,0,외제차,3300,9,297,293,0,0,0,0,0,0,0,3003,2706,2409,2112,1815,1518,2406,1997,1650,1360,1122,927,597,709,759,752,693,591
10332,10332,링컨 MKX(2세대),링컨,MKX,MKX 2세대,2390,2700,2017,흰색,99222,자동,휘발유,SUV,0,후륜,0,0,외제차,6100,9.3,567,1823,1256,689,122,0,0,0,0,5533,4966,4399,3832,3265,2698,4447,3691,3050,2513,2074,1714,1086,1275,1349,1319,1191,984
10352,10352,토요타 캠리(8세대),토요타,캠리,캠리,2880,2487,2019,검정색,62110,자동,하이브리드,중형차,0,전륜,0,0,외제차,3560,7.8,278,2602,2324,2046,1768,1490,1212,934,656,3282,3004,2726,2448,2170,1892,2595,2154,1780,1467,1210,1000,687,850,946,981,960,892
10381,10381,아우디 Q5,아우디,Q5,Q5 1세대,2200,1968,2015,흰색,133031,자동,경유,SUV,0,4륜,0,0,외제차,7000,8.9,623,1577,954,331,0,0,0,0,0,6377,5754,5131,4508,3885,3262,5103,4235,3500,2884,2380,1967,1274,1519,1631,1624,1505,1295
10383,10383,대형버스(16인승이상) 카운티,대형버스(16인승이상),카운티,카운티,5650,3933,2018,베이지색,3899,수동,경유,대형차,0,후륜,0,0,외제차,6000,5.6,336,5314,4978,4642,4306,3970,3634,3298,2962,5664,5328,4992,4656,4320,3984,4374,3630,3000,2472,2040,1686,1290,1698,1992,2184,2280,2298
10385,10385,미니 쿠페,미니,쿠페,쿠퍼 쿠페,1220,1598,2014,빨강색,61954,자동,휘발유,SUV,0,후륜,0,0,외제차,4660,8.1,377,843,466,89,0,0,0,0,0,4283,3906,3529,3152,2775,2398,3397,2819,2330,1920,1584,1309,886,1087,1199,1232,1191,1089
10389,10389,랜드로버 레인지로버스포츠(1세대),랜드로버,레인지로버 스포츠,레인지로버 스포츠,2620,2993,2013,흰색,130588,자동,경유,SUV,0,4륜,0,0,외제차,11000,10,1100,1520,420,0,0,0,0,0,0,9900,8800,7700,6600,5500,4400,8019,6655,5500,4532,3740,3091,1881,2145,2200,2068,1760,1309
10400,10400,링컨 MKC,링컨,MKC,MKC,2130,1999,2015,흰색,51819,자동,휘발유,SUV,0,후륜,0,0,외제차,5230,9.7,507,1623,1116,609,102,0,0,0,0,4723,4216,3709,3202,2695,2188,3813,3164,2615,2155,1778,1470,910,1052,1094,1047,917,718
10413,10413,포드 토러스(6세대),포드,토러스,토러스,1060,2000,2015,검정색,104413,자동,휘발유,대형차,0,후륜,0,0,외제차,4440,9.1,404,656,252,0,0,0,0,0,0,4036,3632,3228,2824,2420,2016,3237,2686,2220,1829,1510,1248,799,946,1008,995,910,768
10516,10516,르노삼성 마스터,르노삼성,마스터,마스터,2590,2299,2019,은색,54163,수동,경유,SUV,0,전륜,0,0,국산차,3800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10561,10561,현대 포터,현대,포터,포터,1790,2497,2019,흰색,96503,자동,경유,화물차,0,후륜,0,0,국산차,2000,7.8,156,1634,1478,1322,1166,1010,854,698,542,1844,1688,1532,1376,1220,1064,1342,1194,1020,852,714,596,502,494,512,524,506,468
10583,10583,시트로엥 DS5,시트로엥,DS5,DS5,820,1997,2013,회색,150000,자동,경유,중형차,0,후륜,0,0,외제차,4700,9.2,432,388,0,0,0,0,0,0,0,4268,3836,3404,2972,2540,2108,3426,2844,2350,1936,1598,1321,842,992,1054,1036,942,787
10609,10609,벤츠 EQC,벤츠,EQC,EQC,7050,0,2021,흰색,32269,자동,전기,SUV,0,후륜,0,0,외제차,9860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10702,10702,현대 i30(GD),현대,i30,i30 GD,780,1582,2012,흰색,120000,자동,경유,준중형차,0,후륜,0,0,국산차,1950,7.1,138,642,504,366,228,90,0,0,0,1812,1674,1536,1398,1260,1122,1414,1197,1010,852,718,606,398,477,526,546,542,516
